customer_id,company_name,industry,subscription_tier,contract_type,payment_method,signup_cohort,tenure_months,monthly_charges,total_charges,active_user_seats,feature_adoption_rate,support_tickets_30d,days_since_last_login,nps_score,churn_risk_score,risk_tier,churn_status,churn_reason
CUST-13643,Boreal Global Solutions,Education,Starter,Month-to-Month,Electronic Check,2025-04,5,133.6,678.23,5,15,1,0,3,63.4,Medium Risk,0,N/A
CUST-13644,Cortex Global Solutions,E-Commerce,Starter,Month-to-Month,Credit Card,2025-03,15,138.25,2139.59,4,57,1,0,6,18.2,Low Risk,0,N/A
CUST-13645,Equinox Global Solutions,Manufacturing,Enterprise,Month-to-Month,Electronic Check,2024-06,1,1427.6,1376.75,81,50,0,0,8,33.2,Low Risk,1,Missing Core Feature
CUST-13646,Flux Global Solutions,Healthcare,Enterprise,Month-to-Month,Electronic Check,2024-11,12,1881.03,22439.36,136,29,0,0,2,67.9,High Risk,1,Low User Adoption
CUST-13647,Galactic Global Solutions,Education,Professional,1-Year,Bank Transfer,2024-04,15,364.57,5646.21,11,64,1,5,8,14.2,Low Risk,0,N/A
CUST-13648,Helix Global Solutions,E-Commerce,Starter,Month-to-Month,Bank Transfer,2025-07,12,109.45,1359.29,3,59,1,2,10,7.9,Low Risk,0,N/A
CUST-13649,Infini Global Solutions,E-Commerce,Starter,1-Year,Credit Card,2026-04,1,198.9,195.69,10,89,3,2,9,2.5,Low Risk,0,N/A
CUST-13650,Krypton Global Solutions,Financial Services,Enterprise,Month-to-Month,Credit Card,2025-06,12,1855.97,22348.96,132,37,0,1,6,21.4,Low Risk,0,N/A
CUST-13651,Matrix Global Solutions,Financial Services,Enterprise,Month-to-Month,Credit Card,2025-10,8,1847.12,15298.36,131,77,2,1,8,8.7,Low Risk,0,N/A
CUST-13652,Neutron Global Solutions,Technology,Starter,1-Year,Electronic Check,2026-04,3,191.04,590.25,10,23,0,2,1,59.9,Medium Risk,0,N/A
CUST-13653,Optima Global Solutions,Financial Services,Professional,2-Year,Credit Card,2025-01,16,408.1,6424.82,19,94,1,5,8,2.3,Low Risk,0,N/A
CUST-13654,Prism Global Solutions,E-Commerce,Professional,1-Year,Bank Transfer,2025-11,3,313.24,926.96,5,79,1,3,3,24.0,Low Risk,1,Poor Onboarding Experience
CUST-13655,Radiant Global Solutions,Education,Professional,Month-to-Month,Bank Transfer,2024-04,6,311.38,1833.22,5,43,1,0,9,7.9,Low Risk,0,N/A
CUST-13656,Solaris Global Solutions,E-Commerce,Enterprise,Month-to-Month,Bank Transfer,2025-12,1,1209.43,1191.54,54,52,1,0,9,13.6,Low Risk,0,N/A
CUST-13657,Titan Global Solutions,Technology,Starter,Month-to-Month,Credit Card,2025-06,10,198.67,2044.82,10,45,2,1,5,35.4,Medium Risk,0,N/A
CUST-13658,Zenith Global Solutions,Financial Services,Professional,1-Year,Electronic Check,2025-10,10,477.77,4833.17,26,23,1,1,10,9.5,Low Risk,0,N/A
CUST-13659,Strata Global Solutions,Manufacturing,Professional,1-Year,Credit Card,2024-11,3,327.67,996.17,9,31,6,2,2,83.9,High Risk,1,Poor Onboarding Experience
CUST-13660,Synapse Global Solutions,Manufacturing,Professional,Month-to-Month,Electronic Check,2025-02,8,495.21,4097.75,29,41,1,0,8,18.2,Low Risk,0,N/A
CUST-13661,Vortex Global Solutions,Technology,Starter,2-Year,Bank Transfer,2026-01,4,98.86,388.14,1,96,3,2,7,1.2,Low Risk,0,N/A
CUST-13662,Vector Global Solutions,Technology,Enterprise,Month-to-Month,Credit Card,2024-09,22,1692.6,36233.02,112,52,1,3,4,33.2,Low Risk,1,Budget Reallocation / Price
CUST-13663,Zenith Global Solutions,Education,Professional,2-Year,Bank Transfer,2025-09,7,393.98,2719.12,14,56,0,0,7,3.4,Low Risk,0,N/A
CUST-13664,Aegis Global Solutions,Technology,Professional,2-Year,Bank Transfer,2024-02,19,369.68,7294.93,14,41,1,5,8,2.5,Low Risk,0,N/A
CUST-13665,Orion Global Solutions,E-Commerce,Enterprise,Month-to-Month,Electronic Check,2025-01,3,1736.51,5072.76,117,69,1,0,9,13.6,Low Risk,0,N/A
CUST-13666,Apex Enterprise Solutions,Manufacturing,Starter,1-Year,Bank Transfer,2026-01,3,164.17,475.24,9,90,3,1,4,14.2,Low Risk,0,N/A
CUST-13667,Vanguard Enterprise Solutions,E-Commerce,Professional,Month-to-Month,Credit Card,2025-10,2,523.1,1040.76,32,62,1,2,9,13.6,Low Risk,0,N/A
CUST-13668,Nexus Enterprise Solutions,Technology,Enterprise,Month-to-Month,Bank Transfer,2025-11,4,1288.91,5307.42,65,60,3,2,1,35.4,Medium Risk,0,N/A
CUST-13669,Quantum Enterprise Solutions,Financial Services,Enterprise,Month-to-Month,Credit Card,2024-07,23,1742.42,40590.06,118,48,1,8,8,16.8,Low Risk,0,N/A
CUST-13670,Hyperion Enterprise Solutions,Healthcare,Starter,Month-to-Month,Credit Card,2025-07,12,151.35,1815.91,6,25,0,1,7,46.3,Medium Risk,0,N/A
CUST-13671,Aura Enterprise Solutions,Technology,Starter,1-Year,Credit Card,2025-11,2,160.1,331.37,9,30,2,0,7,33.2,Low Risk,1,Executive Leadership Turnover
CUST-13672,Catalyst Enterprise Solutions,Healthcare,Starter,Month-to-Month,Credit Card,2025-03,1,131.23,130.35,5,74,3,3,4,65.7,High Risk,1,Low User Adoption
CUST-13673,Pulse Enterprise Solutions,Healthcare,Professional,1-Year,Bank Transfer,2025-05,12,443.08,5503.37,20,23,0,14,4,61.1,Medium Risk,1,Low User Adoption
CUST-13674,Vertex Enterprise Solutions,Healthcare,Enterprise,Month-to-Month,Electronic Check,2024-08,11,1561.87,17064.27,98,29,1,1,9,21.4,Low Risk,0,N/A
CUST-13675,Starlight Enterprise Solutions,Financial Services,Professional,1-Year,Electronic Check,2024-05,22,420.4,9346.47,20,58,6,2,1,29.9,Low Risk,0,N/A
CUST-13676,Beacon Enterprise Solutions,Manufacturing,Starter,Month-to-Month,Bank Transfer,2024-04,18,115.62,2037.63,3,98,3,30,9,25.9,Low Risk,0,N/A
CUST-13677,Cobalt Enterprise Solutions,E-Commerce,Professional,Month-to-Month,Electronic Check,2024-02,27,349.01,9528.15,11,58,2,1,4,20.6,Low Risk,0,N/A
CUST-13678,Crest Enterprise Solutions,E-Commerce,Starter,Month-to-Month,Bank Transfer,2025-05,3,146.76,439.8,4,35,0,2,6,33.2,Low Risk,1,Executive Leadership Turnover
CUST-13679,Elevation Enterprise Solutions,E-Commerce,Professional,Month-to-Month,Credit Card,2025-03,1,379.64,389.46,14,96,0,0,7,17.5,Low Risk,0,N/A
CUST-13680,Frontier Enterprise Solutions,Financial Services,Starter,1-Year,Credit Card,2025-10,4,155.14,639.85,7,64,0,2,3,20.6,Low Risk,0,N/A
CUST-13681,Horizon Enterprise Solutions,Financial Services,Starter,Month-to-Month,Electronic Check,2025-01,18,101.17,1868.45,2,89,0,2,9,4.3,Low Risk,0,N/A
CUST-13682,Integra Enterprise Solutions,Financial Services,Professional,Month-to-Month,Bank Transfer,2026-06,2,474.56,933.09,23,91,1,1,7,14.8,Low Risk,1,Missing Core Feature
CUST-13683,Kinetic Enterprise Solutions,Financial Services,Professional,1-Year,Credit Card,2024-12,14,400.21,5524.75,14,44,1,2,10,3.2,Low Risk,0,N/A
CUST-13684,Luminary Enterprise Solutions,Financial Services,Starter,1-Year,Credit Card,2025-05,2,137.72,281.09,5,52,2,0,4,27.9,Low Risk,0,N/A
CUST-13685,Meridian Enterprise Solutions,Manufacturing,Professional,Month-to-Month,Bank Transfer,2025-06,10,401.43,4032.96,17,44,3,0,10,7.9,Low Risk,0,N/A
CUST-13686,Nova Enterprise Solutions,Healthcare,Starter,1-Year,Credit Card,2025-08,8,168.93,1394.2,10,58,0,0,5,20.6,Low Risk,0,N/A
CUST-13687,Omni Enterprise Solutions,Healthcare,Professional,2-Year,Bank Transfer,2024-05,6,433.82,2499.12,19,47,0,45,10,11.4,Low Risk,0,N/A
CUST-13688,Pinnacle Enterprise Solutions,Healthcare,Enterprise,Month-to-Month,Bank Transfer,2024-05,6,1349.13,8362.88,73,44,5,5,9,41.3,Medium Risk,1,Budget Reallocation / Price
CUST-13689,Acro Enterprise Solutions,Manufacturing,Professional,Month-to-Month,Credit Card,2026-04,4,368.81,1490.23,11,45,0,2,10,9.5,Low Risk,0,N/A
CUST-13690,Boreal Enterprise Solutions,E-Commerce,Enterprise,Month-to-Month,Bank Transfer,2024-01,17,1347.41,23691.83,73,58,4,0,8,48.8,Medium Risk,1,Executive Leadership Turnover
CUST-13691,Cortex Enterprise Solutions,Healthcare,Enterprise,Month-to-Month,Credit Card,2026-02,3,1379.07,4199.79,77,27,2,2,6,56.2,Medium Risk,1,Executive Leadership Turnover
CUST-13692,Equinox Enterprise Solutions,Manufacturing,Enterprise,2-Year,Credit Card,2025-08,10,1102.97,10796.0,43,49,0,0,9,1.3,Low Risk,0,N/A
CUST-13693,Flux Enterprise Solutions,Healthcare,Professional,Month-to-Month,Credit Card,2025-07,12,303.41,3549.92,5,98,3,1,5,19.0,Low Risk,0,N/A
CUST-13694,Galactic Enterprise Solutions,Manufacturing,Professional,1-Year,Bank Transfer,2024-01,9,479.46,4193.74,27,21,3,5,8,34.3,Low Risk,1,Budget Reallocation / Price
CUST-13695,Helix Enterprise Solutions,Healthcare,Enterprise,1-Year,Bank Transfer,2025-12,7,987.31,6760.46,28,73,0,1,5,20.6,Low Risk,0,N/A
CUST-13696,Infini Enterprise Solutions,Education,Professional,1-Year,Bank Transfer,2024-09,16,524.77,8662.05,30,79,0,2,1,10.0,Low Risk,0,N/A
CUST-13697,Krypton Enterprise Solutions,Technology,Enterprise,1-Year,Credit Card,2025-07,7,1258.8,9048.49,62,91,6,0,6,13.6,Low Risk,1,Low User Adoption
CUST-13698,Matrix Enterprise Solutions,Education,Starter,Month-to-Month,Credit Card,2024-06,2,140.87,288.87,3,71,1,2,9,13.6,Low Risk,0,N/A
CUST-13699,Neutron Enterprise Solutions,Manufacturing,Starter,1-Year,Credit Card,2025-07,6,130.19,804.84,2,28,1,1,9,9.5,Low Risk,0,N/A
CUST-13700,Optima Enterprise Solutions,Technology,Starter,Month-to-Month,Bank Transfer,2025-03,13,133.39,1781.74,5,22,0,5,5,80.2,High Risk,1,Budget Reallocation / Price
CUST-13701,Prism Enterprise Solutions,Financial Services,Starter,Month-to-Month,Credit Card,2025-06,6,89.68,559.33,1,75,3,0,9,7.9,Low Risk,0,N/A
CUST-13702,Radiant Enterprise Solutions,Healthcare,Professional,2-Year,Electronic Check,2024-03,24,546.43,12827.77,32,84,0,8,7,1.3,Low Risk,0,N/A
CUST-13703,Solaris Enterprise Solutions,Technology,Enterprise,1-Year,Credit Card,2024-07,14,1124.59,15232.09,47,39,6,1,4,47.5,Medium Risk,0,N/A
CUST-13704,Titan Enterprise Solutions,Manufacturing,Professional,2-Year,Electronic Check,2025-12,1,536.59,531.59,34,21,0,0,7,16.8,Low Risk,0,N/A
CUST-13705,Zenith Enterprise Solutions,E-Commerce,Professional,Month-to-Month,Credit Card,2026-04,2,458.79,950.89,22,88,0,0,9,7.6,Low Risk,0,N/A
CUST-13706,Strata Enterprise Solutions,Education,Professional,1-Year,Credit Card,2024-03,10,429.66,4241.03,20,62,1,2,9,3.2,Low Risk,0,N/A
CUST-13707,Synapse Enterprise Solutions,Financial Services,Enterprise,2-Year,Credit Card,2024-09,14,1506.55,21786.06,92,69,1,1,9,1.1,Low Risk,0,N/A
CUST-13708,Vortex Enterprise Solutions,E-Commerce,Starter,Month-to-Month,Bank Transfer,2026-02,3,159.14,459.97,8,57,4,3,6,76.9,High Risk,1,Executive Leadership Turnover
CUST-13709,Vector Enterprise Solutions,Manufacturing,Professional,Month-to-Month,Bank Transfer,2025-03,2,390.95,791.6,13,63,0,1,8,33.2,Low Risk,0,N/A
CUST-13710,Zenith Enterprise Solutions,E-Commerce,Starter,1-Year,Credit Card,2025-04,8,124.65,976.02,4,23,0,0,6,25.0,Low Risk,0,N/A
CUST-13711,Aegis Enterprise Solutions,Manufacturing,Professional,Month-to-Month,Credit Card,2025-12,6,363.94,2225.8,10,55,0,0,1,40.1,Medium Risk,1,Executive Leadership Turnover
CUST-13712,Orion Enterprise Solutions,Healthcare,Enterprise,1-Year,Credit Card,2025-02,1,1921.89,1982.22,139,82,3,0,7,6.3,Low Risk,0,N/A
CUST-13713,Apex Strategic Solutions,Manufacturing,Professional,Month-to-Month,Bank Transfer,2025-06,8,551.85,4408.84,35,62,2,1,8,18.2,Low Risk,0,N/A
CUST-13714,Vanguard Strategic Solutions,Healthcare,Starter,1-Year,Credit Card,2024-02,24,155.27,3730.99,5,53,0,1,9,1.9,Low Risk,0,N/A
CUST-13715,Nexus Strategic Solutions,Manufacturing,Enterprise,1-Year,Electronic Check,2025-05,14,1596.66,22026.77,103,97,3,8,7,6.6,Low Risk,0,N/A
CUST-13716,Quantum Strategic Solutions,Technology,Professional,Month-to-Month,Electronic Check,2025-03,17,326.17,5723.65,8,91,0,0,9,4.3,Low Risk,0,N/A
CUST-13717,Hyperion Strategic Solutions,Education,Enterprise,Month-to-Month,Bank Transfer,2025-11,3,1257.12,3838.9,60,74,0,0,9,16.1,Low Risk,1,Missing Core Feature
CUST-13718,Aura Strategic Solutions,Education,Professional,2-Year,Credit Card,2024-07,11,571.72,6221.62,35,24,3,2,7,8.3,Low Risk,0,N/A
CUST-13719,Catalyst Strategic Solutions,Healthcare,Starter,Month-to-Month,Credit Card,2024-03,10,127.67,1274.9,4,54,3,0,10,7.9,Low Risk,0,N/A
CUST-13720,Pulse Strategic Solutions,Education,Professional,1-Year,Bank Transfer,2025-04,11,477.61,5341.62,26,82,5,1,9,5.7,Low Risk,0,N/A
CUST-13721,Vertex Strategic Solutions,Education,Professional,Month-to-Month,Bank Transfer,2024-03,27,451.32,12301.75,23,39,3,3,10,7.2,Low Risk,0,N/A
CUST-13722,Starlight Strategic Solutions,Technology,Professional,1-Year,Credit Card,2025-04,8,428.67,3510.2,18,75,0,2,10,3.9,Low Risk,0,N/A
CUST-13723,Beacon Strategic Solutions,E-Commerce,Starter,Month-to-Month,Bank Transfer,2024-02,1,123.16,118.74,3,66,1,8,9,23.1,Low Risk,0,N/A
CUST-13724,Cobalt Strategic Solutions,Manufacturing,Professional,Month-to-Month,Credit Card,2025-10,7,299.7,2166.78,6,63,2,0,1,35.4,Medium Risk,1,Low User Adoption
CUST-13725,Crest Strategic Solutions,Healthcare,Enterprise,Month-to-Month,Bank Transfer,2024-01,30,974.23,29366.26,30,34,2,0,3,45.0,Medium Risk,0,N/A
CUST-13726,Elevation Strategic Solutions,Healthcare,Enterprise,1-Year,Bank Transfer,2026-06,1,985.15,1002.98,30,84,4,3,8,35.4,Medium Risk,0,N/A
CUST-13727,Frontier Strategic Solutions,Technology,Starter,Month-to-Month,Credit Card,2025-04,3,172.06,505.0,7,20,3,0,8,56.2,Medium Risk,1,Poor Onboarding Experience
CUST-13728,Horizon Strategic Solutions,Healthcare,Professional,Month-to-Month,Credit Card,2026-01,2,489.81,951.87,28,90,4,1,7,42.6,Medium Risk,0,N/A
CUST-13729,Integra Strategic Solutions,Technology,Enterprise,1-Year,Electronic Check,2024-09,10,1943.69,20095.5,144,91,1,1,10,1.4,Low Risk,0,N/A
CUST-13730,Kinetic Strategic Solutions,Healthcare,Enterprise,1-Year,Credit Card,2026-06,2,1097.06,2214.78,41,48,1,0,8,13.6,Low Risk,0,N/A
CUST-13731,Luminary Strategic Solutions,Financial Services,Starter,2-Year,Credit Card,2024-05,14,116.3,1645.05,3,42,0,1,5,7.9,Low Risk,0,N/A
CUST-13732,Meridian Strategic Solutions,Financial Services,Professional,1-Year,Electronic Check,2024-05,1,449.51,436.21,20,34,0,0,5,59.9,Medium Risk,0,N/A
CUST-13733,Nova Strategic Solutions,Healthcare,Starter,Month-to-Month,Credit Card,2026-03,4,171.54,689.16,9,50,0,8,4,56.2,Medium Risk,0,N/A
CUST-13734,Omni Strategic Solutions,E-Commerce,Enterprise,1-Year,Bank Transfer,2025-02,8,1018.04,8312.19,35,19,2,8,7,34.3,Low Risk,0,N/A
CUST-13735,Pinnacle Strategic Solutions,E-Commerce,Starter,Month-to-Month,Credit Card,2025-08,7,141.11,951.54,7,98,0,2,3,22.3,Low Risk,0,N/A
CUST-13736,Acro Strategic Solutions,Education,Professional,2-Year,Bank Transfer,2024-09,11,409.92,4497.5,18,96,1,0,6,1.2,Low Risk,0,N/A
CUST-13737,Boreal Strategic Solutions,Education,Enterprise,2-Year,Credit Card,2024-12,7,1440.08,9818.07,82,47,0,1,8,3.4,Low Risk,0,N/A
CUST-13738,Cortex Strategic Solutions,E-Commerce,Professional,1-Year,Electronic Check,2026-01,4,355.8,1380.86,9,69,5,0,8,26.9,Low Risk,0,N/A
CUST-13739,Equinox Strategic Solutions,Financial Services,Professional,2-Year,Credit Card,2024-11,9,520.96,4538.65,29,97,0,8,2,6.6,Low Risk,1,Executive Leadership Turnover
CUST-13740,Flux Strategic Solutions,Financial Services,Starter,2-Year,Electronic Check,2024-10,12,151.42,1886.85,7,40,1,2,10,1.1,Low Risk,0,N/A
CUST-13741,Galactic Strategic Solutions,Financial Services,Professional,Month-to-Month,Credit Card,2025-05,13,399.31,5301.15,15,35,6,3,7,64.6,Medium Risk,0,N/A
CUST-13742,Helix Strategic Solutions,Financial Services,Professional,1-Year,Credit Card,2025-10,1,480.4,479.12,26,43,3,2,1,27.9,Low Risk,1,Executive Leadership Turnover
CUST-13743,Infini Strategic Solutions,E-Commerce,Starter,Month-to-Month,Credit Card,2024-01,4,168.23,674.44,10,54,3,0,3,35.4,Medium Risk,0,N/A
CUST-13744,Krypton Strategic Solutions,Education,Starter,Month-to-Month,Credit Card,2024-06,18,113.42,2015.08,3,24,0,1,9,25.0,Low Risk,0,N/A
CUST-13745,Matrix Strategic Solutions,Manufacturing,Professional,1-Year,Electronic Check,2024-12,1,398.07,386.51,17,62,3,5,8,23.1,Low Risk,0,N/A
CUST-13746,Neutron Strategic Solutions,Financial Services,Starter,Month-to-Month,Bank Transfer,2025-07,5,184.98,943.4,10,52,0,0,7,21.4,Low Risk,0,N/A
CUST-13747,Optima Strategic Solutions,Education,Starter,Month-to-Month,Credit Card,2025-09,4,159.81,661.45,7,85,0,2,4,22.3,Low Risk,0,N/A
CUST-13748,Prism Strategic Solutions,E-Commerce,Enterprise,1-Year,Bank Transfer,2024-10,8,1815.78,14949.93,126,25,2,1,5,40.1,Medium Risk,0,N/A
CUST-13749,Radiant Strategic Solutions,E-Commerce,Enterprise,2-Year,Electronic Check,2025-02,10,1487.81,14589.2,90,32,1,0,7,8.3,Low Risk,0,N/A
CUST-13750,Solaris Strategic Solutions,E-Commerce,Enterprise,Month-to-Month,Bank Transfer,2026-05,3,1533.92,4467.15,92,79,3,0,7,14.8,Low Risk,0,N/A
CUST-13751,Titan Strategic Solutions,Manufacturing,Professional,Month-to-Month,Bank Transfer,2025-06,5,520.95,2570.59,31,75,0,2,8,21.4,Low Risk,0,N/A
CUST-13752,Zenith Strategic Solutions,Manufacturing,Enterprise,Month-to-Month,Bank Transfer,2026-03,5,1962.54,9686.99,143,73,4,2,8,48.8,Medium Risk,1,Budget Reallocation / Price
CUST-13753,Strata Strategic Solutions,Education,Starter,Month-to-Month,Bank Transfer,2025-09,10,128.3,1285.75,5,93,1,0,9,3.6,Low Risk,0,N/A
CUST-13754,Synapse Strategic Solutions,Financial Services,Starter,1-Year,Credit Card,2025-03,13,191.36,2435.32,10,64,4,21,7,77.7,High Risk,1,Competitor Migration
CUST-13755,Vortex Strategic Solutions,Financial Services,Enterprise,1-Year,Electronic Check,2025-09,6,907.14,5503.63,22,59,4,2,9,12.5,Low Risk,0,N/A
CUST-13756,Vector Strategic Solutions,E-Commerce,Professional,Month-to-Month,Credit Card,2024-04,6,437.49,2526.65,19,60,0,1,8,21.4,Low Risk,0,N/A
CUST-13757,Zenith Strategic Solutions,Healthcare,Enterprise,Month-to-Month,Credit Card,2025-10,4,1137.69,4598.81,49,61,1,1,9,7.9,Low Risk,0,N/A
CUST-13758,Aegis Strategic Solutions,Technology,Starter,Month-to-Month,Bank Transfer,2025-04,16,146.51,2364.52,6,23,1,0,6,41.3,Medium Risk,0,N/A
CUST-13759,Orion Strategic Solutions,Financial Services,Enterprise,2-Year,Credit Card,2024-09,18,1099.45,19670.62,41,37,0,0,9,1.3,Low Risk,0,N/A
CUST-13760,Apex Capital Solutions,Financial Services,Starter,Month-to-Month,Credit Card,2024-01,21,144.45,3087.41,4,91,1,14,7,7.9,Low Risk,0,N/A
CUST-13761,Vanguard Capital Solutions,E-Commerce,Professional,Month-to-Month,Bank Transfer,2024-11,8,346.33,2850.73,9,65,2,3,2,51.2,Medium Risk,0,N/A
CUST-13762,Nexus Capital Solutions,Education,Enterprise,Month-to-Month,Credit Card,2025-10,3,994.44,3069.53,29,84,0,5,7,28.9,Low Risk,0,N/A
CUST-13763,Quantum Capital Solutions,Financial Services,Starter,Month-to-Month,Bank Transfer,2026-05,1,151.76,147.76,5,26,0,3,8,75.0,High Risk,1,Missing Core Feature
CUST-13764,Hyperion Capital Solutions,Education,Enterprise,Month-to-Month,Credit Card,2026-02,1,1119.63,1141.1,45,46,2,1,4,50.0,Medium Risk,0,N/A
CUST-13765,Aura Capital Solutions,Manufacturing,Starter,1-Year,Credit Card,2024-12,13,111.06,1413.8,3,26,0,8,9,19.8,Low Risk,0,N/A
CUST-13766,Catalyst Capital Solutions,Manufacturing,Professional,1-Year,Credit Card,2025-10,6,410.75,2423.54,19,49,0,5,1,33.2,Low Risk,0,N/A
CUST-13767,Pulse Capital Solutions,Financial Services,Enterprise,Month-to-Month,Bank Transfer,2025-09,5,1892.33,9462.73,135,68,3,3,9,14.2,Low Risk,0,N/A
CUST-13768,Vertex Capital Solutions,Technology,Professional,2-Year,Bank Transfer,2026-02,2,366.52,733.37,11,70,0,1,8,6.0,Low Risk,0,N/A
CUST-13769,Starlight Capital Solutions,E-Commerce,Professional,Month-to-Month,Electronic Check,2026-04,3,313.36,945.76,6,17,1,30,7,92.4,High Risk,1,Poor Onboarding Experience
CUST-13770,Beacon Capital Solutions,Education,Starter,1-Year,Credit Card,2024-02,14,189.78,2579.54,9,80,1,1,9,1.4,Low Risk,0,N/A
CUST-13771,Cobalt Capital Solutions,Financial Services,Professional,1-Year,Bank Transfer,2025-10,5,522.26,2614.39,32,16,2,5,5,56.2,Medium Risk,1,Budget Reallocation / Price
CUST-13772,Crest Capital Solutions,Healthcare,Starter,Month-to-Month,Bank Transfer,2025-10,3,141.75,412.38,7,15,4,1,7,84.6,High Risk,1,Low User Adoption
CUST-13773,Elevation Capital Solutions,Healthcare,Professional,Month-to-Month,Bank Transfer,2024-04,17,464.1,7959.35,23,90,1,0,9,3.6,Low Risk,0,N/A
CUST-13774,Frontier Capital Solutions,E-Commerce,Enterprise,Month-to-Month,Bank Transfer,2025-05,2,1164.37,2415.41,52,74,2,1,8,28.9,Low Risk,1,Missing Core Feature
CUST-13775,Horizon Capital Solutions,E-Commerce,Professional,1-Year,Bank Transfer,2024-05,10,496.98,4837.82,26,91,2,1,8,3.6,Low Risk,0,N/A
CUST-13776,Integra Capital Solutions,Technology,Enterprise,Month-to-Month,Credit Card,2025-04,16,1795.03,29641.54,123,40,0,0,8,21.4,Low Risk,0,N/A
CUST-13777,Kinetic Capital Solutions,Manufacturing,Starter,1-Year,Credit Card,2025-04,14,125.92,1752.03,4,38,2,1,8,7.9,Low Risk,0,N/A
CUST-13778,Luminary Capital Solutions,Financial Services,Starter,Month-to-Month,Credit Card,2025-02,11,187.74,2109.3,9,29,1,2,7,41.3,Medium Risk,0,N/A
CUST-13779,Meridian Capital Solutions,Financial Services,Professional,Month-to-Month,Electronic Check,2024-07,10,354.47,3605.27,11,30,0,1,5,67.9,High Risk,1,Missing Core Feature
CUST-13780,Nova Capital Solutions,Financial Services,Enterprise,2-Year,Credit Card,2025-03,10,1819.59,18252.45,126,97,2,1,6,1.2,Low Risk,0,N/A
CUST-13781,Omni Capital Solutions,Technology,Professional,Month-to-Month,Credit Card,2025-06,11,556.93,6147.45,33,37,0,0,6,21.4,Low Risk,0,N/A
CUST-13782,Pinnacle Capital Solutions,E-Commerce,Enterprise,2-Year,Credit Card,2024-07,25,1521.25,36673.95,91,23,0,0,9,2.0,Low Risk,0,N/A
CUST-13783,Acro Capital Solutions,Education,Professional,1-Year,Electronic Check,2025-11,4,398.27,1558.47,15,84,1,0,7,3.6,Low Risk,0,N/A
CUST-13784,Boreal Capital Solutions,Technology,Starter,Month-to-Month,Credit Card,2026-05,3,136.94,421.57,4,46,0,5,1,70.1,High Risk,1,Poor Onboarding Experience
CUST-13785,Cortex Capital Solutions,Healthcare,Professional,1-Year,Credit Card,2026-03,4,518.71,2127.62,28,61,1,0,8,7.9,Low Risk,1,Poor Onboarding Experience
CUST-13786,Equinox Capital Solutions,Education,Starter,Month-to-Month,Electronic Check,2025-03,16,145.72,2423.26,4,73,0,5,2,56.2,Medium Risk,0,N/A
CUST-13787,Flux Capital Solutions,Manufacturing,Starter,Month-to-Month,Credit Card,2024-04,17,181.92,2977.64,10,38,6,0,1,70.1,High Risk,1,Budget Reallocation / Price
CUST-13788,Galactic Capital Solutions,Education,Starter,1-Year,Bank Transfer,2026-05,2,163.41,319.27,9,40,2,8,9,10.4,Low Risk,0,N/A
CUST-13789,Helix Capital Solutions,Education,Starter,2-Year,Credit Card,2024-04,27,153.81,4287.74,7,79,4,1,9,0.9,Low Risk,0,N/A
CUST-13790,Infini Capital Solutions,Manufacturing,Professional,Month-to-Month,Electronic Check,2025-09,8,451.42,3495.49,22,94,2,1,8,8.7,Low Risk,0,N/A
CUST-13791,Krypton Capital Solutions,Manufacturing,Starter,Month-to-Month,Credit Card,2025-08,1,194.99,196.1,10,63,1,8,4,65.7,High Risk,1,Executive Leadership Turnover
CUST-13792,Matrix Capital Solutions,Financial Services,Starter,2-Year,Credit Card,2025-12,2,187.11,384.9,9,32,2,2,10,6.0,Low Risk,0,N/A
CUST-13793,Neutron Capital Solutions,Manufacturing,Enterprise,Month-to-Month,Bank Transfer,2025-01,11,1548.61,16709.72,97,22,1,45,9,72.1,High Risk,0,N/A
CUST-13794,Optima Capital Solutions,Technology,Starter,Month-to-Month,Credit Card,2026-04,1,107.38,107.18,3,43,0,0,8,33.2,Low Risk,0,N/A
CUST-13795,Prism Capital Solutions,Technology,Starter,1-Year,Electronic Check,2025-06,5,180.12,886.26,10,95,2,0,8,3.6,Low Risk,0,N/A
CUST-13796,Radiant Capital Solutions,Financial Services,Starter,Month-to-Month,Bank Transfer,2026-01,5,159.0,817.73,7,72,1,1,3,35.4,Medium Risk,0,N/A
CUST-13797,Solaris Capital Solutions,Financial Services,Starter,Month-to-Month,Bank Transfer,2024-08,4,145.64,591.13,6,59,2,14,9,14.2,Low Risk,0,N/A
CUST-13798,Titan Capital Solutions,Financial Services,Professional,2-Year,Credit Card,2024-12,8,532.43,4285.67,31,23,0,30,2,72.1,High Risk,1,Budget Reallocation / Price
CUST-13799,Zenith Capital Solutions,Technology,Starter,Month-to-Month,Electronic Check,2025-03,2,119.37,243.0,1,42,1,0,9,13.6,Low Risk,0,N/A
CUST-13800,Strata Capital Solutions,Healthcare,Starter,Month-to-Month,Bank Transfer,2026-05,3,151.6,450.93,5,71,0,1,9,16.1,Low Risk,0,N/A
CUST-13801,Synapse Capital Solutions,Technology,Professional,1-Year,Electronic Check,2026-03,3,532.38,1596.5,30,33,5,2,4,83.9,High Risk,1,Missing Core Feature
